timestamp_utc,gpu0_used_mib,gpu1_used_mib,gpu0_util,gpu1_util
2026-09-26T16:14:08.360060+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:09.408341+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:10.464177+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:11.513689+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:12.567496+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:13.618605+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:14.668234+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:15.717194+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:16.764713+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:17.813112+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:18.861954+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:19.910713+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:20.959159+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:22.006175+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:23.054650+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:24.102274+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:25.149347+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:26.197655+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:27.245817+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:28.296391+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:29.344422+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:30.391766+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:31.440541+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:32.488332+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:33.536053+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:34.584779+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:35.632217+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:36.681118+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:37.729174+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:38.776547+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:39.826750+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:40.871984+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:41.919140+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:42.967504+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:44.016120+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:45.063159+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:46.112143+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:47.161238+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:48.209612+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:49.258109+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:50.306662+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:51.356167+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:52.402968+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:53.450264+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:54.499328+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:55.542042+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:56.590643+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:57.637438+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:58.685103+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:14:59.732976+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:00.780135+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:01.828230+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:02.876642+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:03.923450+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:04.971857+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:06.020396+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:07.067650+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:08.116521+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:09.164327+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:10.211011+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:11.258183+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:12.306546+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:13.354156+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:14.403359+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:15.451432+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:16.503604+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:17.550775+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:18.597854+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:19.645823+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:20.693591+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:21.740474+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:22.787479+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:23.835262+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:24.882041+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:25.929565+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:26.978239+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:28.026730+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:29.075575+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:30.124285+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:31.171735+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:32.221173+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:33.270022+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:34.318072+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:35.366161+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:36.413576+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:37.461631+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:38.510557+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:39.566489+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:40.613348+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:41.660948+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:42.704776+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:43.754736+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:44.803559+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:45.851733+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:46.899534+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:47.947918+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:48.995143+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:50.042516+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:51.090894+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:52.138277+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:53.185270+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:54.233981+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:55.281877+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:56.329040+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:57.376966+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:58.425798+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:15:59.474826+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:00.522429+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:01.570383+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:02.619528+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:03.667634+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:04.716916+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:05.764736+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:06.812110+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:07.856828+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:08.905510+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:09.952725+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:10.999944+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:12.049079+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:13.096441+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:14.143829+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:15.191452+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:16.238670+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:17.287132+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:18.335482+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:19.382591+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:20.430842+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:21.478540+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:22.525630+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:23.571189+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:24.621663+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:25.670298+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:26.719101+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:27.767576+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:28.814941+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:29.863491+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:30.911852+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:31.959401+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:33.007847+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:34.055518+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:35.103705+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:36.151987+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:37.199617+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:38.247381+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:39.296256+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:40.344872+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:41.392941+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:42.439726+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:43.487773+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:44.536376+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:45.584802+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:46.636972+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:47.684700+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:48.733490+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:49.780511+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:50.827825+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:51.878981+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:52.927074+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:53.976293+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:55.024201+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:56.073846+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:57.121428+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:58.169546+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:16:59.218133+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:17:00.265757+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:17:01.314432+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:17:02.362844+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:17:03.410334+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:17:04.460056+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:17:05.507120+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:17:06.555515+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:17:07.602671+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:17:08.650820+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:17:09.698813+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:17:10.747320+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:17:11.795000+00:00,0.0,0.0,0.0,0.0
2026-09-26T16:17:12.844281+00:00,0.0,0.0,0.0,0.0
