timestamp_utc,mem_total_kib,mem_available_kib,swap_total_kib,swap_used_kib,pswpin,pswpout,pgmajfault,gemma_rss_kib,gemma_pss_kib,gemma_swap_kib,ornith_rss_kib,ornith_pss_kib,ornith_swap_kib
2026-09-26T16:49:56.125096+00:00,64060288,43353608,4194300,63784,113645,1789628,121561,0,0,0,0,0,0
2026-09-26T16:49:57.125951+00:00,64060288,43353100,4194300,63784,113645,1789628,121561,0,0,0,0,0,0
2026-09-26T16:49:58.126816+00:00,64060288,43365652,4194300,63784,113645,1789628,121561,0,0,0,0,0,0
2026-09-26T16:49:59.127627+00:00,64060288,43347244,4194300,63784,113645,1789628,121561,0,0,0,0,0,0
2026-09-26T16:50:00.128361+00:00,64060288,43339604,4194300,63784,113645,1789628,121561,0,0,0,0,0,0
2026-09-26T16:50:01.129228+00:00,64060288,43338896,4194300,63784,113645,1789628,121561,0,0,0,0,0,0
2026-09-26T16:50:02.130090+00:00,64060288,43354676,4194300,63784,113645,1789628,121561,0,0,0,0,0,0
2026-09-26T16:50:03.130946+00:00,64060288,43347264,4194300,63784,113645,1789628,121561,0,0,0,0,0,0
2026-09-26T16:50:04.131810+00:00,64060288,43352280,4194300,63784,113645,1789628,121561,0,0,0,0,0,0
2026-09-26T16:50:05.132615+00:00,64060288,43348132,4194300,63784,113645,1789628,121561,0,0,0,0,0,0
2026-09-26T16:50:06.133424+00:00,64060288,43359108,4194300,63784,113645,1789628,121561,0,0,0,0,0,0
2026-09-26T16:50:07.134269+00:00,64060288,43332444,4194300,63784,113645,1789628,121561,0,0,0,0,0,0
2026-09-26T16:50:08.135124+00:00,64060288,43331492,4194300,63784,113645,1789628,121561,0,0,0,0,0,0
2026-09-26T16:50:09.135941+00:00,64060288,43348392,4194300,63784,113645,1789628,121561,0,0,0,0,0,0
2026-09-26T16:50:10.136779+00:00,64060288,43354796,4194300,63784,113645,1789628,121561,0,0,0,0,0,0
2026-09-26T16:50:11.137636+00:00,64060288,43364744,4194300,63784,113645,1789628,121561,0,0,0,0,0,0
2026-09-26T16:50:12.138495+00:00,64060288,43357128,4194300,63784,113645,1789628,121561,0,0,0,0,0,0
2026-09-26T16:50:13.139362+00:00,64060288,43348012,4194300,63784,113645,1789628,121561,0,0,0,0,0,0
2026-09-26T16:50:14.140209+00:00,64060288,43345192,4194300,63784,113645,1789628,121561,0,0,0,0,0,0
2026-09-26T16:50:15.141065+00:00,64060288,43355332,4194300,63784,113645,1789628,121561,0,0,0,0,0,0
2026-09-26T16:50:16.141946+00:00,64060288,43356176,4194300,63784,113645,1789628,121561,0,0,0,0,0,0
2026-09-26T16:50:17.142816+00:00,64060288,43343144,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:18.143692+00:00,64060288,43364200,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:19.144590+00:00,64060288,43383604,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:20.145433+00:00,64060288,43390272,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:21.146281+00:00,64060288,43389340,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:22.147142+00:00,64060288,43380932,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:23.147990+00:00,64060288,43407932,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:24.148822+00:00,64060288,43410760,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:25.149645+00:00,64060288,43417948,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:26.150445+00:00,64060288,43415412,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:27.151158+00:00,64060288,43414996,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:28.152009+00:00,64060288,43405180,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:29.152859+00:00,64060288,43424072,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:30.153697+00:00,64060288,43412748,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:31.154421+00:00,64060288,43418976,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:32.155263+00:00,64060288,43398368,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:33.156125+00:00,64060288,43405268,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:34.157000+00:00,64060288,43418888,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:35.157840+00:00,64060288,43402356,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:36.158609+00:00,64060288,43386236,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:37.159440+00:00,64060288,43391508,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:38.160271+00:00,64060288,43393544,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:39.161138+00:00,64060288,43384772,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
